mask,basis_cycle_ids,height_action,transport_scalar_mod_1000003,lambda_support,corrected_support,corrected_coefficient_sum_signed,corrected_abs_sum_signed_lift,corrected_vector_sha256_dense_i8
197,0 2 6 7,3821568,89222,297,297,509600,2260192,a6bf353d4d5f35a11723ade2ceb7d5f967a4badde5dbb4929619e36028479e66
198,1 2 6 7,4067328,966345,297,297,544000,2414400,99eee118d0b52cfa5b8de0817060c042cfd7651e4ec119110b0bad2e66e00802
199,0 1 2 6 7,5142528,428745,297,297,736736,3081600,f3cd995507251cedf4565048bf68ac2020ce28bce4bdcb1211706af41730d044
200,3 6 7,3164160,417926,297,297,466336,1902784,d798959c533d70f781e9ed613b52c50acc88fcd3dcd903df41c1e46e435cc1f8
201,0 3 6 7,4239360,880329,297,297,659072,2569984,f6afdd12c0a97fd23e97c5b3ba4b1661d9dc20a6b91f8514968715002d4bb8c6
202,1 3 6 7,4485120,757449,297,297,693472,2724192,2f951c997e97fff56cb1accb1421d8202c338e658fad65e9ca17549021eade96
203,0 1 3 6 7,5560320,219849,297,297,886208,3391392,3ff8c67de72ec981ac07d99d20a8a26aa5f10aed395f571a810346a0a3a28bff
204,2 3 6 7,3938304,30854,297,297,568288,2366464,97b4fae42dbbab9519b94cfcfdff09e17603ee112719e689d8d2ea251023dfcb
205,0 2 3 6 7,5013504,493257,297,297,761024,3033664,403a4819e0f9ad3bb424e394d521e99b465c01d020072032d700cde42151bc1f
206,1 2 3 6 7,5259264,370377,297,297,795424,3187872,ad8d37f754e3e1e6655e70fa945d01871c6b20bda25fc052c2888a004b6ebb77
207,0 1 2 3 6 7,6334464,832780,297,297,988160,3855072,0b9eb38393da81912710ad86862e3a485fdf36e4010bdb1587be2160a1d603bb
208,4 6 7,3053568,473222,297,297,395744,1801664,0d28f2bf5383b357819bc4fb4328dacef4d58f625f561614f564c515700ff3d1
209,0 4 6 7,4128768,935625,297,297,588480,2468864,221fb5f2d2394e72b906df6fe7275d627ddcc01baea2103481ebf928b81f8759
210,1 4 6 7,4374528,812745,297,297,622880,2623072,3689d5d8518980a0b53eaba54e6905fcaeb13b54b5c898e811728993ea2bcb14
211,0 1 4 6 7,5449728,275145,297,297,815616,3290272,69a85c535f8e32d37a985c984740096dc7362544fc1ea1d6f8c006291ac65051
212,2 4 6 7,3827712,86150,297,297,497696,2265344,2d3ac2026f0bf57a036b2edb65b375855c3c6643c06c49c4d0d8ccf26a256702
213,0 2 4 6 7,4902912,548553,297,297,690432,2932544,7db22552ba8a4c579c3265f06ac14b7f276e38dc42af9479579b49d27788d0bc
214,1 2 4 6 7,5148672,425673,297,297,724832,3086752,774f37fe8baf88bf9a392fd3e6cff90d855479a2a343a61b002ab214e0f70297
215,0 1 2 4 6 7,6223872,888076,297,297,917568,3753952,771f099c923ca5081d9d3f85b763b6e1470468d5fc308e0819bcf70ff49760a8
216,3 4 6 7,4245504,877257,297,297,647168,2575136,1a013ad199281c85019f06a76613f860f9da051ce2d412bc4f36346bdc9658be
217,0 3 4 6 7,5320704,339657,297,297,839904,3242336,c733677cfdaa42a41b79c3be98ff29485855b77b449f52b97ecc64552cfdec47
218,1 3 4 6 7,5566464,216777,297,297,874304,3396544,e426c4c1975132eabaaaa55aa659194ffd440e3149b4c6d0cd6bd99fd49375be
219,0 1 3 4 6 7,6641664,679180,297,297,1067040,4063744,59e4d2a5af82cb63f9806e4494c27cddd7a199832cd0337110df945149b1f7d5
220,2 3 4 6 7,5019648,490185,297,297,749120,3038816,e1e52a0d7455a4c47a2cf6ca4bdbf19b45e32417e96e7cbe7c42792dd8d7adaa
221,0 2 3 4 6 7,6094848,952588,297,297,941856,3706016,e2bc751e77eb71d63a2010aff2ead54afb8710fe6c7bb5a20fbd15009ed943c5
222,1 2 3 4 6 7,6340608,829708,297,297,976256,3860224,1d5c892ba4b789bc22559fe5773705ddc133c488695b440ec39768bbaccf6fd7
223,0 1 2 3 4 6 7,7415808,292108,297,297,1168992,4527424,b3fa768484953b949fc270e3e032c3189e8e62a06828342aacb9d1947ae8fa82
224,5 6 7,2663424,668294,297,297,267232,1509520,6f8c49aca7e5396e266c82b0f06d734855a79e4a598ccea8b70bf24878e38ff3
225,0 5 6 7,3738624,130694,297,297,459968,2176720,6c19bfc668976f0ec15c01880aaad7e84ed8abed2b1a2016104aa1ae4bf11930
226,1 5 6 7,3984384,7814,297,297,494368,2330928,954b6094f9e89e37b40328fff9c30b7cf09587c75c4c641928d869862031d0ec
227,0 1 5 6 7,5059584,470217,297,297,687104,2998128,8955719fd8dd37f40f855bcd789e9b6c84a008d70a04c6432e4f1ff32ca90caa
228,2 5 6 7,3437568,281222,297,297,369184,1973200,f35c61878b6eabcbb3cbf35a7d539b88f7bb38e7a73785b1b4eefa1fb30a592e
229,0 2 5 6 7,4512768,743625,297,297,561920,2640400,3b82a9d9404d5fefa05a17b6f675313e47ea33b18ee9ad5ecad0143c9f5ac0e3
230,1 2 5 6 7,4758528,620745,297,297,596320,2794608,5fc1cd42a6e356914a8b909e77f293a8e64985f1f446c6722c9d3543c3f4fe9d
231,0 1 2 5 6 7,5833728,83145,297,297,789056,3461808,912167a68aa1906a67ab6c64213a6dfb9e16d83734bc190d024aaea67a7aa348
232,3 5 6 7,3855360,72326,297,297,518656,2282992,a87f654bf9a77f239bae76f5d2204602e1c8f9bcaf512c8135a63ecc5c0a2a52
233,0 3 5 6 7,4930560,534729,297,297,711392,2950192,26291d6d56a3b9a3753fa336487720bb4516c45812741ff7010762eed655d785
234,1 3 5 6 7,5176320,411849,297,297,745792,3104400,7cec1a4512c11c0f8850293a2d37d7c7158863a8303d38f4ea2598d61f9ac58d
235,0 1 3 5 6 7,6251520,874252,297,297,938528,3771600,71f88b8a19c5a17be54a911ca78e5bbd35ed239ee55ef8592e32d0f6f6de7b0d
236,2 3 5 6 7,4629504,685257,297,297,620608,2746672,f6027811860ca4d62620a8623fc9184a5938c4a7ae2ef9c5e1f6d58eccd797bb
237,0 2 3 5 6 7,5704704,147657,297,297,813344,3413872,f0ef547f63efc76fcdde08e6554c08dca97d11130494fe1e367c1ff5079d2aaf
238,1 2 3 5 6 7,5950464,24777,297,297,847744,3568080,5304064951a8d9a680db041579408ed0824903cdc1995d0cf3471cd9e948cd8c
239,0 1 2 3 5 6 7,7025664,487180,297,297,1040480,4235280,d260753335c9fc9f3ba332537207cd7c4e508e48170f391e2d44bb048f309e08
240,4 5 6 7,3744768,127622,297,297,448064,2181872,da260dc296c91af691adab8745c0c57ee2cfda87a92a9c535d9485e2aef6e021
241,0 4 5 6 7,4819968,590025,297,297,640800,2849072,0bf9749b62d15992e5d377a6b789df5e8ed3fc422d6b1236f8676490a2bb2e23
242,1 4 5 6 7,5065728,467145,297,297,675200,3003280,162bd72c65b8cde86720bfcad1fc1321894fd45756ee3f6891df88666a36c65e
243,0 1 4 5 6 7,6140928,929548,297,297,867936,3670480,8337c029649f4c4344f7948a2fed51b1280af1bf5f60c181ae9c35dbf4efe9e4
244,2 4 5 6 7,4518912,740553,297,297,550016,2645552,f1afec4aa285848c5adf10b0493e10d9dab5897a1d5bfb7181df66b750fcbdd0
245,0 2 4 5 6 7,5594112,202953,297,297,742752,3312752,336b3543ef220489e2f6fa05d572b864dcd3640a348e4c601b35355429bba324
246,1 2 4 5 6 7,5839872,80073,297,297,777152,3466960,24bc932b174864f36db7dfc135e48e3a22c9c291adf9ecb88e6ca2bfd5e53796
247,0 1 2 4 5 6 7,6915072,542476,297,297,969888,4134160,55e2e9d3b947de210daf03f2bed553c92ef6869777c3db243f1c0e163e54e51c
248,3 4 5 6 7,4936704,531657,297,297,699488,2955344,17a6a87ea4e4ca680cb7cdc8fefc6a23ca6269f4d1e19169c12191f467e5c3d4
249,0 3 4 5 6 7,6011904,994060,297,297,892224,3622544,0dbcb6d24c45c3e4d89fba19eee51f711706f0b3c2673351af232e89b377858c
250,1 3 4 5 6 7,6257664,871180,297,297,926624,3776752,471d491a0c1815d5c719420e6dedf2fcdf67273fb9189e2c2296256ea0bdcd7b
251,0 1 3 4 5 6 7,7332864,333580,297,297,1119360,4443952,dc1deff64fb275d8b5bce35ee684f2ebd372ed21ee4eb79aacf92b50d64d7467
252,2 3 4 5 6 7,5710848,144585,297,297,801440,3419024,c986d742ee44b009344d71123fe2c38829d71872203872c8147e184e8c703e5e
253,0 2 3 4 5 6 7,6786048,606988,297,297,994176,4086224,eb78d01f3ab8c0627b861b00a993fcfc48b276b5962e8b9c890d0bbf49162557
254,1 2 3 4 5 6 7,7031808,484108,297,297,1028576,4240432,58c10fa11896142485c4082da00e559e3263c2faee41c2d724854c9a0727e33c
255,0 1 2 3 4 5 6 7,8107008,946511,297,297,1221312,4907632,79c1024a823caad796a0ff2c449032ed4adabd7bf9ab90d10bff524f1f98c9b9
256,8,374784,812611,193,237,53952,230880,fd308ec8c89ca0e7a4bcb411a8ae0b6ad6d65e217d7c383be913f2e5fbb1ab5a
257,0 8,1449984,275011,297,297,246688,898080,6cd9c2b1372645f94ec26f1a2005bb6c560df3b673ccaa3463fc439366cd1f40
258,1 8,1695744,152131,297,297,281088,1052288,ab000bbcf8d7dce6be8ca42a503be21b94ef4d72efe410d4b009328ba634e8f6
259,0 1 8,2770944,614534,297,297,473824,1719488,e278f4e12895d0ad12e47599fafa7aa03bbb4139f2c4dd5397d906c8fe68ae2a
260,2 8,1148928,425539,297,297,155904,694560,7d8bb7c2fb7860de8be57c348d22e4a7ba93ea7eb790a571991e56d7a988a89b
261,0 2 8,2224128,887942,297,297,348640,1361760,475d327e4815469454b8621b5b6c9e76edfeb1740e71d5b0bbb512abbb690a67
262,1 2 8,2469888,765062,297,297,383040,1515968,b857c0309eaab01496db6f91dd561f7e02364a7ac91e04b0820d02599aad6bd4
263,0 1 2 8,3545088,227462,297,297,575776,2183168,fea4ef7b6230e30072f00ce7ab3dfa1593b6df96273d62747778853f812c6fb5
264,3 8,1566720,216643,297,297,305376,1004352,17cdde7811bbbff9b641fe1216aca5cbc58e759a97759794a52644cc536c4d96
265,0 3 8,2641920,679046,297,297,498112,1671552,3efbd3463fbdea993e6b285a94b36cbf13683b8e28607a9f22ec923dd90d41b0
266,1 3 8,2887680,556166,297,297,532512,1825760,28ddd6ed2e2f982153230906c9303e137c0117eda62ba9f6ce1a9beae8934cd9
267,0 1 3 8,3962880,18566,297,297,725248,2492960,616891712e1a9125dd5d088fe8ee5df071dddcd62de676e81c5ccfc5781bd706
268,2 3 8,2340864,829574,297,297,407328,1468032,faca9d5d0bff72bfa439d9e54a15748575fc26780f88b316c9f4159d018f087d
269,0 2 3 8,3416064,291974,297,297,600064,2135232,e140dfe5061512435efa11b04199451836865601d31594c029ef9e95c65ed62a
270,1 2 3 8,3661824,169094,297,297,634464,2289440,48bdec1b05e572046156aaa8261969effadfff0e267f8bf39cfd012ed1a47566
271,0 1 2 3 8,4737024,631497,297,297,827200,2956640,1cff3a975d31ab576e600aea7e7f7688e2cf4d5fa7b51d8cb7947768c1e9ecc6
272,4 8,1456128,271939,297,297,234784,903232,d6815c0e5602311767c956852b7c22b066d58f68be8ecc085775f8cc00af1e3f
273,0 4 8,2531328,734342,297,297,427520,1570432,a89d6da1318e7331b09bdd55635939403f882fcc2abf2a3cf52e3d9791a567aa
274,1 4 8,2777088,611462,297,297,461920,1724640,8025aa41d9152b19d329cc7ad985c795ca54b95fa4ac8a663dfe4f504be147c9
275,0 1 4 8,3852288,73862,297,297,654656,2391840,85cceb7f3a54be1ce18c4d140824ad3b7b21d60bea6196a2340d93e1f2cbc68a
276,2 4 8,2230272,884870,297,297,336736,1366912,89be628ee7091014987063a5042256a31b9d8e94bbe61e6b5aea247bf234f7be
277,0 2 4 8,3305472,347270,297,297,529472,2034112,200409ab305f0686510208afad5d68912f8dbd05771f80daf665a9e15bf32046
278,1 2 4 8,3551232,224390,297,297,563872,2188320,96a4257698ccb8f6e28bc422f93061f4773d2b61ed58033d5d3a66236d44513d
279,0 1 2 4 8,4626432,686793,297,297,756608,2855520,04fd50edfe0949a20a921b266e584f5ec86e1bbefef1aeaf61611fb4e813f7e9
280,3 4 8,2648064,675974,297,297,486208,1676704,e16cb56991b427b914ff401c809bdeda9d3c210aea9d243806e245fc5337d7ef
281,0 3 4 8,3723264,138374,297,297,678944,2343904,15892faa36c80d139f1f4d501c2ba2c97e09bdcea51f4cc60a37cd3c8728e963
282,1 3 4 8,3969024,15494,297,297,713344,2498112,2a6681e6d5a7876b90c9f0748acbe358cc557cec66aaf350275b56a34cefec7c
283,0 1 3 4 8,5044224,477897,297,297,906080,3165312,5b3b5960591074867edee4e0e82a3aae0f92bcb0cc43db0fc60b7e12fcd5bd87
284,2 3 4 8,3422208,288902,297,297,588160,2140384,ec8af271f41157117764cb334c03ee2d02057cfd980b4beb66bdd145794efeda
285,0 2 3 4 8,4497408,751305,297,297,780896,2807584,157dee8a6881408274b294c0d219196b5c5e9bc58e9fd230021940b90762ad4a
286,1 2 3 4 8,4743168,628425,297,297,815296,2961792,2ab63923e1055975e03136eed14141c39121d9d35e3403ee5889b17f2a969af2
287,0 1 2 3 4 8,5818368,90825,297,297,1008032,3628992,31051c470e6cdcaaf55638e6d9e2216e7264e81b67190e881f33046d8bab3ada
288,5 8,1065984,467011,193,237,106272,611088,c8ee16f3228eacabd028d223ac92e129ef1dcfa9a2828ab981ef120d01320e97
289,0 5 8,2141184,929414,297,297,299008,1278288,a8acfe42fd9336d09017f2b783c93451de0678515a6e9b14aeefd438e7047812
290,1 5 8,2386944,806534,297,297,333408,1432496,2d30031d011bf825ea6fea26192aca8e37f672dbebed239fdcf3622eac6764ae
291,0 1 5 8,3462144,268934,297,297,526144,2099696,1f6ee2caa466b9dd2c01ea71a39986d61b2b6bec2601f6e0d766e11e84ec8f85
292,2 5 8,1840128,79939,297,297,208224,1074768,0597844a2107f718b6d3412cd5b2dcfa63176f6460e7ec58eafe2c29093d7b5f
293,0 2 5 8,2915328,542342,297,297,400960,1741968,bd569045e4359fc7691607a319593cc54e2ca1f627f4d4bc81ab9d222f75d1b1
294,1 2 5 8,3161088,419462,297,297,435360,1896176,51aee61221ce4cf07e5ef13637794249e1d9efd9058d238cd41fa9a04ba1d525
295,0 1 2 5 8,4236288,881865,297,297,628096,2563376,bb8765304029ff08b7ca6db6db30ff8701ed9d9f51cd429a2d3af404a6c5bda6
296,3 5 8,2257920,871046,297,297,357696,1384560,858efda8976e8dd8b455c0c1d843198273dd6bf1e61455423c8ac8d29643ce45
297,0 3 5 8,3333120,333446,297,297,550432,2051760,3430b9b618ad5c57a76905bc84e0bd490263a91d4192e3d3b7fc9e64c454abeb
298,1 3 5 8,3578880,210566,297,297,584832,2205968,5c913a715be9bb66ef198528edb9355ccbf202f54058f092849be4b017a9d937
299,0 1 3 5 8,4654080,672969,297,297,777568,2873168,a3ee2fed77fd032cd9a5d3f2bfa0e1a0314367dfc4f4d07c2f86e3423ec36768
300,2 3 5 8,3032064,483974,297,297,459648,1848240,2d493e6217ec461c328149eaf440b0cfbc7fee14cc2b60aacfaaf9b06683c7be
301,0 2 3 5 8,4107264,946377,297,297,652384,2515440,65be13dc83c0150ca4f803a47cfa9fff75426ef090fef7634971f088d47a2396
302,1 2 3 5 8,4353024,823497,297,297,686784,2669648,26a6ed0fa81d89d7fb0eaa461082a4886c9ae5afeb2b5de0cc3abd47fd41d3ff
303,0 1 2 3 5 8,5428224,285897,297,297,879520,3336848,da2a75aa33b246a1b0702faec9801b15bc04e0b8e02c4b10a06c339aa4bcb77d
304,4 5 8,2147328,926342,297,297,287104,1283440,9b7a9a1c115e5b3243eea12d0c160bfc637b621837af60ae38487d65451c28f2
305,0 4 5 8,3222528,388742,297,297,479840,1950640,7df1b38528484f26d16fe0e392d18557c0574e78e612aa9542e45c0113a03a47
306,1 4 5 8,3468288,265862,297,297,514240,2104848,86ffbe22ae1cac4a70595f39a78a1189812d2fbbf8b8af15c371b5877f24a873
307,0 1 4 5 8,4543488,728265,297,297,706976,2772048,a00718d5e55ebb584cb595290e27b5d1c07e33778c7c4c447df4a322eb0e102b
308,2 4 5 8,2921472,539270,297,297,389056,1747120,1fa480b60de28a7824059989a37b70c69b7b7f053ae14edd23ab438e406e7bc9
309,0 2 4 5 8,3996672,1670,297,297,581792,2414320,a9b2c16cb9c1199ff71d1d419fa84798885435a169ca8ab108b46eccf28c70b5
310,1 2 4 5 8,4242432,878793,297,297,616192,2568528,cee8f7ca8d6ba0c167b7a605a495f9e74eeb5d9ff4f09e24c5a4249c167dd548
311,0 1 2 4 5 8,5317632,341193,297,297,808928,3235728,fbf2c50bf9f3c6630cb4c768d0a5e572c5d6b174f84b06224c2c09ca657dc628
312,3 4 5 8,3339264,330374,297,297,538528,2056912,0071ead006908dceed72bc8a2828360e0ed3bba1dd5374c727ed268be27a5688
313,0 3 4 5 8,4414464,792777,297,297,731264,2724112,e9c4bba9fdabd7f82e90f9b43f6e164ab12aa7b8ed289e10fccede8610f7c9eb
314,1 3 4 5 8,4660224,669897,297,297,765664,2878320,de44bd2c3b4be319caad5a0e7e9974e7081e48252a001eb2e1ea7f3d5a82e099
315,0 1 3 4 5 8,5735424,132297,297,297,958400,3545520,486dfe384fb8dc4b38119b63adbaac98ffbf672be64f811309cdd08f84d3f729
316,2 3 4 5 8,4113408,943305,297,297,640480,2520592,da47ee8ae79a4db8f7798b63fff64166db8bea5b68a9c84397cc61e04721f642
317,0 2 3 4 5 8,5188608,405705,297,297,833216,3187792,dc6426a528e0b27962f67cdd7bdaad1793228972c9b1d6688430a57ccd1fb3d4
318,1 2 3 4 5 8,5434368,282825,297,297,867616,3342000,a508a1b02f874bbed7a08e4caf282c945d458af213d82e3cb844242c8adc04b5
319,0 1 2 3 4 5 8,6509568,745228,297,297,1060352,4009200,bcb23ccb1daf67a3716c10001065c2e281807954092e459363357ab792153c45
320,6 8,1277952,361027,297,297,124992,728448,f24ee80d84675721c1451009ae4f0f606bde051f43e595076cd25ae4aef13e34
321,0 6 8,2353152,823430,297,297,317728,1395648,e149897c1a8b3ae5299799ceea6fcb84c82c49b503307632af7ad85146af86d9
322,1 6 8,2598912,700550,297,297,352128,1549856,d9f46d315b6e94e153c97c5c842bc688ea33595d697c40aba83f22ddbe938a2f
323,0 1 6 8,3674112,162950,297,297,544864,2217056,5ae331f044cba429751b26c3340270c99cee60edf6f021ee8c0af56317b90081
324,2 6 8,2052096,973958,297,297,226944,1192128,8e0b375ff4203cced7d1acb43f58727675423417e7163638490145f3aa1a95ec
325,0 2 6 8,3127296,436358,297,297,419680,1859328,0eb86fd5c8f288ea869cc787bbde0949f2e989081965a038765cc17fefd5e5b5
326,1 2 6 8,3373056,313478,297,297,454080,2013536,43d7b216762f9e671f5d6d271d300a0a97980f3cdae3cc75b607ae906c221c8a
327,0 1 2 6 8,4448256,775881,297,297,646816,2680736,579514b5cc77b660f467e363b13ba0f85672c7ec4270c63fc41f42b1c51c3a89
328,3 6 8,2469888,765062,297,297,376416,1501920,63537b5a7973ffd384015482a9e5e0a30017e82867bce50756ebb2e4caa17387
329,0 3 6 8,3545088,227462,297,297,569152,2169120,8d07ac2dac20c982a74c14564e860a4681e2def18dab76f54c52105a4d53fa64
330,1 3 6 8,3790848,104582,297,297,603552,2323328,db4ad789af563b4cdfe553fae14ac973c8818c64916119bedbe0ebd8cad7bb6f
331,0 1 3 6 8,4866048,566985,297,297,796288,2990528,0b5be024c2f99b35dc87ad00331d80fd6db537b1de75a332f668a5217eb9ee1d
332,2 3 6 8,3244032,377990,297,297,478368,1965600,1b2a6be2dc1756880f483e58a72ded9c0e7a443ba60f97dcacfc5288b2af9b62
333,0 2 3 6 8,4319232,840393,297,297,671104,2632800,3376338f228b707997e637c080ad4de32dd73a0bf3038a8a04522c2594fc5bdf
334,1 2 3 6 8,4564992,717513,297,297,705504,2787008,81ebf66d9276341ea9feb2e993e884322cdf34c6c60f61f0bb516c1ae2ae0d34
335,0 1 2 3 6 8,5640192,179913,297,297,898240,3454208,f04c38f514c25b2f16fdb60e0509628af7f70c4fc3b92564a11e7a45bfd5c004
336,4 6 8,2359296,820358,297,297,305824,1400800,6cb07fa7d8f11b62d1ae546a09241cb30a6e530293c0d482fc671bf8c6a43466
337,0 4 6 8,3434496,282758,297,297,498560,2068000,8f6f17499860a9da0127a7390cc5044cd37ca6c8de64b3310c95688d1fa308af
338,1 4 6 8,3680256,159878,297,297,532960,2222208,60a5cf690a69c7edc3d2625c4aa5f4441ac7d9d5bad85a1867325039609ca88a
339,0 1 4 6 8,4755456,622281,297,297,725696,2889408,3719c7b78605b261150bdb3a8ca75313712498535c26e6fe49dde081e2a27889
340,2 4 6 8,3133440,433286,297,297,407776,1864480,257657d8626caeedd884f3f3f11162974f09e011a208e5cd7cd5a8000e389be8
341,0 2 4 6 8,4208640,895689,297,297,600512,2531680,9fc1ac6d9f31a3dfedf8842b60f53262abbdbce7bb8d940efdc04f0dcf12862d
342,1 2 4 6 8,4454400,772809,297,297,634912,2685888,2800c5344806426f44cba3f3a06d64cb6568ec1761df2d2019aebe1cd1e19f9b
343,0 1 2 4 6 8,5529600,235209,297,297,827648,3353088,d55612eee539f715d86f393fefa7246ff13d829d5f7c66b6deed86dead52067a
344,3 4 6 8,3551232,224390,297,297,557248,2174272,47ad281a4c7a4d0e7ef751665a10245d49cd03a2765853390cf44951f628259a
345,0 3 4 6 8,4626432,686793,297,297,749984,2841472,be9e4e5330240f638ae5ca44aa24407a32bd0b2cedf2446c83141e31085a9f4a
346,1 3 4 6 8,4872192,563913,297,297,784384,2995680,fb888a707701694bc906469601355b9993c7978b1f68108f274f61be237ac898
347,0 1 3 4 6 8,5947392,26313,297,297,977120,3662880,ca3b04c6e8ef8ba00af308e70f57e50ec42197831de256cef8c118a793ff5274
348,2 3 4 6 8,4325376,837321,297,297,659200,2637952,ad343813a29c5a3104c81433b806e9cba4b325f05b0d6880415291d1d0d07bf6
349,0 2 3 4 6 8,5400576,299721,297,297,851936,3305152,a2a4773407848473fc856e4723db0f57dc7c622168473a3a211a2a2251cdc27c
350,1 2 3 4 6 8,5646336,176841,297,297,886336,3459360,acbc3212a1946e26c4e22316de0c384879f3816bbc44823e2763f4ed61901dd8
351,0 1 2 3 4 6 8,6721536,639244,297,297,1079072,4126560,1ce58db7b36d265100d240d3f3ade9aa8256ac47270a94f2d77d30169f7f22d3
352,5 6 8,1969152,15427,297,297,177312,1108656,92de5c19daa7c83c82088433bd2a8b7e777b2e952b254377296f447221e38e0f
353,0 5 6 8,3044352,477830,297,297,370048,1775856,48cc01a1babedec662d64a640aef02084770b625f391f33bb521e7915619725d
354,1 5 6 8,3290112,354950,297,297,404448,1930064,d7df324dccaaaf24f225e44727e3fd1b240e8d181930d960fb9567d0e919341a
355,0 1 5 6 8,4365312,817353,297,297,597184,2597264,eda181124740ebd5acd0230acc3cb37612d0049a34b681effa8da64847fc782e
356,2 5 6 8,2743296,628358,297,297,279264,1572336,da96e8a2af15eae56a5aed8d5be85aaeaf3e2ad1f1dd195eae6b6171fd2e8745
357,0 2 5 6 8,3818496,90758,297,297,472000,2239536,3ac7e229caafe24d1557f1fc108a2314345375c70416ee319fb378b82f8d1388
358,1 2 5 6 8,4064256,967881,297,297,506400,2393744,776167e5613b224b06d0009621145147e0091cab0e7abf9b835e03280090ec6a
359,0 1 2 5 6 8,5139456,430281,297,297,699136,3060944,4d267a50a411be736e880926650ad8601e13f71bc79c148b43f9d7e1dbcd3c0d
360,3 5 6 8,3161088,419462,297,297,428736,1882128,c5701d824d59deac3404edbceb58937781ad102604dc7da8c28f5884a44e5035
361,0 3 5 6 8,4236288,881865,297,297,621472,2549328,895c9795ec893c2954ea04af592c1a9721211415df2ad0604742ad0e44ff3daf
362,1 3 5 6 8,4482048,758985,297,297,655872,2703536,f39334aedb3c49932e39d574dff239ca7b3f0a9ad62c7f7b9634fe59294dbb1c
363,0 1 3 5 6 8,5557248,221385,297,297,848608,3370736,9f47d38f05c74896392cb966b23ac63759f003e07dd3f46a72d192247cc6e98e
364,2 3 5 6 8,3935232,32390,297,297,530688,2345808,feb72c3c1234fec1235821c58b9062e7cb7d5e631cb317dbe4b15e8c80614765
365,0 2 3 5 6 8,5010432,494793,297,297,723424,3013008,e10602525b7d3a4f41225d7716accb3ab9fafe0434a08fd4d8813c6489539ae9
366,1 2 3 5 6 8,5256192,371913,297,297,757824,3167216,58abf24aaa1ebe1a766dd1d9cb013ba3c8067c70afade9299f844610b431b8ed
367,0 1 2 3 5 6 8,6331392,834316,297,297,950560,3834416,df97248b486684e70869d3d9272333a7ea03e35390abe7299af97667ab8c5ec9
368,4 5 6 8,3050496,474758,297,297,358144,1781008,75c3af7a4fd409bbda5b7b9275182f8d3fdf746c3ac4fde29bcb5d5e5ab12e1f
369,0 4 5 6 8,4125696,937161,297,297,550880,2448208,9271ed8991ba9edc4b10278cbdf740dcc9206f83f5a92b812f9428cd5fa0fa82
370,1 4 5 6 8,4371456,814281,297,297,585280,2602416,1f8921bb79b91aee2490bf4295ccd4d98400255fa8734f5189ca237499cd8c8d
371,0 1 4 5 6 8,5446656,276681,297,297,778016,3269616,0ce2950da600eb71b54d5763078bfecd43622748461b9a34b1c9fec7ddf4495e
372,2 4 5 6 8,3824640,87686,297,297,460096,2244688,fa747215543278a1b61f06825ebea3191f1430048bf8142dc03210b812ed1157
373,0 2 4 5 6 8,4899840,550089,297,297,652832,2911888,502dc16015ee0c47ae2ec93022bd178911cbb9f83707369a176470dbdf96311c
374,1 2 4 5 6 8,5145600,427209,297,297,687232,3066096,8581e9550b0fff821aff670a412a53ae887ab6e7f7dd64c9a8110648d30902f4
375,0 1 2 4 5 6 8,6220800,889612,297,297,879968,3733296,c1edfc2e45bcd7820e4afa3fcefff03e39b5026696357bc0c89623e0f0f6386d
376,3 4 5 6 8,4242432,878793,297,297,609568,2554480,8399bee2ee5166c402e1bb0f5579fa90945cb2aa13d47f348253722f69fce5bf
377,0 3 4 5 6 8,5317632,341193,297,297,802304,3221680,e600790ce3854f37cd916f8d4116a25f21c42a1a91a5a96d6ffcdba5c90a7457
378,1 3 4 5 6 8,5563392,218313,297,297,836704,3375888,b4d037537ceeb52a28dda7d1d69462340fd6856fcd4b5447484d680145090ce2
379,0 1 3 4 5 6 8,6638592,680716,297,297,1029440,4043088,d0b6c52e99a92b53495eef96f17ba974e5f9bebb77f3a05c592f19741ffc538a
380,2 3 4 5 6 8,5016576,491721,297,297,711520,3018160,cabe0e5167658bc9cf009e982f22b0f9d3ef71976d3b61070515957bae0b525a
381,0 2 3 4 5 6 8,6091776,954124,297,297,904256,3685360,51b9ece9b3264e2d3ca4f78423d031b9cae438f09761f69084fc080393d20501
382,1 2 3 4 5 6 8,6337536,831244,297,297,938656,3839568,e7d0c835793049f856c86c9e0e083e95be9fd1855bc6dde223612d48c8af2f82
383,0 1 2 3 4 5 6 8,7412736,293644,297,297,1131392,4506768,6ccb0e4c76f2bd1cb356f9d09c8fb6185e2074d95d3b3e04c892b0d4bad8e756
384,7 8,1443840,278083,297,297,197824,862624,8f944b5ae3f7efd248a564d06dc85835902c987176510dbde65721e5fb54a424
385,0 7 8,2519040,740486,297,297,390560,1529824,de1b7436fb5d61b8154f60956b2da7190972cff8da24c39856734faa5abb3927
386,1 7 8,2764800,617606,297,297,424960,1684032,ac0c223c374ebf455ee010227ceb1bd7510dd0e7e7b9d39aff62a982ed8438de
387,0 1 7 8,3840000,80006,297,297,617696,2351232,b8f546b2f8ff70395b780474029c70555aefc1c77e439f89d548474587a4d19a
388,2 7 8,2217984,891014,297,297,299776,1326304,8c780c3c2981a07466060160f9c0826dd2cc68e7a33506349bb8bd7bc4a26c1b
